base_mae,basis_dim,coef,corr_mae,delta_pct,denominator,fit_start,group,lambda,locality,locality_factor,n_cal,nonharm,nuisance,response_rule,ridge,role,shrinkage,source_dot,source_full_norm,source_perp_norm,source_retention,test_curve,test_label,test_scale,train_scale,variant,win
0.0025579541942073844,4,0.031783300219353904,0.002438607371776436,-4.66571382322698,0.002036467402997324,8000,core_wsd,18.05070782708191,none,1.0,500,1,mpl_ld4,observation_bracket,0.002,wsd_core_without_boundary_term,sample_size_ridge,6.472565485639192e-05,0.16972427165544524,0.006038824637073331,0.0012659510960544888,wsdcon_18.csv,WSD-con 18e-5,400,400,observation_bracket_mplld_neff_nolocality,1
0.007134640765897494,4,0.07882626972788319,0.010243146779088634,43.56920152237138,0.0021588570786442236,8000,extra_control,9.02600304324791,none,1.0,500,0,mpl_ld4,observation_bracket,0.002,wsd_core_without_boundary_term,sample_size_ridge,0.0001701746503851595,0.34184972687100396,0.012603851738425974,0.001359365041869413,cosine_24000.csv,Cosine 24k,400,400,observation_bracket_mplld_neff_nolocality,0
0.001679822173746335,4,0.07883317335826752,0.001679822173746335,0.0,0.0021588825415218256,8000,extra_control,9.025353913540956,none,1.0,500,1,mpl_ld4,observation_bracket,0.002,wsd_core_without_boundary_term,sample_size_ridge,0.00017019156165592726,0.34187450119553464,0.01260486182081445,0.0013593858914163763,constant_24000.csv,Constant 24k,400,400,observation_bracket_mplld_neff_nolocality,0
0.004118245803084534,4,0.07883317335826752,0.004118245803084534,0.0,0.0021588825415218256,8000,extra_control,9.025353913540956,none,1.0,500,1,mpl_ld4,observation_bracket,0.002,wsd_core_without_boundary_term,sample_size_ridge,0.00017019156165592726,0.34187450119553464,0.01260486182081445,0.0013593858914163763,constant_72000.csv,Constant 72k,400,400,observation_bracket_mplld_neff_nolocality,0
0.003408385839825258,4,0.05059367388558115,0.002140406880447394,-37.20174355151268,0.00278313818924367,8000,core_wsd,7.2284552974545955,linear,0.8168498168498168,500,1,mpl_ld4,old_2p5_roundfast20,0.0025000000000000005,previous_mplld_reference,fixed_tau_0p05,0.00014080918592510107,0.4273555312833288,0.016826710588931797,0.0015503144373614538,wsd_20000_24000.csv,WSD sharp,25,25,old_mplld_fixedtau,1
0.0031360955249893426,4,0.05063426452557229,0.0020761365149749304,-33.798683795450216,0.0027835779759718877,8000,core_wsd,7.223478858982098,linear,0.8168498168498168,500,1,mpl_ld4,old_2p5_roundfast20,0.0025000000000000005,previous_mplld_reference,fixed_tau_0p05,0.00014094442356291767,0.4276508044754227,0.01683977363184812,0.0015505790495055339,wsdld_20000_24000.csv,WSD linear,25,25,old_mplld_fixedtau,1
0.004487187642230267,4,0.012938400168924617,0.003092289277125885,-31.08624992582383,0.002532575742840691,8000,core_wsd,20.0,linear,0.9998554913294798,500,1,mpl_ld4,old_2p5_roundfast20,0.0025000000000000005,previous_mplld_reference,fixed_tau_0p05,3.276747841898438e-05,0.15301451324062326,0.005707516346072979,0.0013913265664706935,wsdcon_3.csv,WSD-con 3e-5,25,25,old_mplld_fixedtau,1
0.002926482771138891,4,0.012938400168924617,0.0024732162227652983,-15.488440692141713,0.002532575742840691,8000,core_wsd,20.0,linear,0.9998554913294798,500,1,mpl_ld4,old_2p5_roundfast20,0.0025000000000000005,previous_mplld_reference,fixed_tau_0p05,3.276747841898438e-05,0.15301451324062326,0.005707516346072979,0.0013913265664706935,wsdcon_9.csv,WSD-con 9e-5,25,25,old_mplld_fixedtau,1
0.002504818961791151,4,0.012938400168924617,0.002357293291675707,-5.889673959109243,0.002532575742840691,8000,core_wsd,20.0,linear,0.9998554913294798,500,1,mpl_ld4,old_2p5_roundfast20,0.0025000000000000005,previous_mplld_reference,fixed_tau_0p05,3.276747841898438e-05,0.15301451324062326,0.005707516346072979,0.0013913265664706935,wsdcon_18.csv,WSD-con 18e-5,25,25,old_mplld_fixedtau,1
0.004428106847791531,4,0.05065284857148995,0.004428106847791531,0.0,0.002783779504201289,8000,extra_control,7.221202285244404,linear,0.0,500,1,mpl_ld4,old_2p5_roundfast20,0.0025000000000000005,previous_mplld_reference,fixed_tau_0p05,0.00014100636168272527,0.4277860173279959,0.016845756266825433,0.001550700244941796,cosine_24000.csv,Cosine 24k,25,25,old_mplld_fixedtau,0
0.003761619732988638,4,0.050660354454602624,0.003761619732988638,0.0,0.0027838609305067016,8000,extra_control,7.220283130832764,linear,0.0,500,1,mpl_ld4,old_2p5_roundfast20,0.0025000000000000005,previous_mplld_reference,fixed_tau_0p05,0.0001410313814917894,0.4278406326690459,0.01684817291301051,0.0015507492024444897,constant_24000.csv,Constant 24k,25,25,old_mplld_fixedtau,0
0.0015795124507172926,4,0.050660354454602624,0.0015795124507172926,0.0,0.0027838609305067016,8000,extra_control,7.220283130832764,linear,0.0,500,1,mpl_ld4,old_2p5_roundfast20,0.0025000000000000005,previous_mplld_reference,fixed_tau_0p05,0.0001410313814917894,0.4278406326690459,0.01684817291301051,0.0015507492024444897,constant_72000.csv,Constant 72k,25,25,old_mplld_fixedtau,0
0.0037480705220761528,4,0.05059367388558115,0.002092750393289533,-44.16459399674517,0.00278313818924367,8000,core_wsd,7.2284552974545955,linear,0.8168498168498168,500,1,mpl_ld4,old_2p5_roundfast20,0.0025000000000000005,previous_mplld_reference,fixed_tau_0p05,0.00014080918592510107,0.4273555312833288,0.016826710588931797,0.0015503144373614538,wsd_20000_24000.csv,WSD sharp,100,25,old_mplld_fixedtau,1
0.003248313740665229,4,0.05063426452557229,0.0020834246506765395,-35.86134785583025,0.0027835779759718877,8000,core_wsd,7.223478858982098,linear,0.8168498168498168,500,1,mpl_ld4,old_2p5_roundfast20,0.0025000000000000005,previous_mplld_reference,fixed_tau_0p05,0.00014094442356291767,0.4276508044754227,0.01683977363184812,0.0015505790495055339,wsdld_20000_24000.csv,WSD linear,100,25,old_mplld_fixedtau,1
0.0056693997340904675,4,0.012938400168924617,0.004567903780327138,-19.428793266065945,0.002532575742840691,8000,core_wsd,20.0,linear,0.9998554913294798,500,1,mpl_ld4,old_2p5_roundfast20,0.0025000000000000005,previous_mplld_reference,fixed_tau_0p05,3.276747841898438e-05,0.15301451324062326,0.005707516346072979,0.0013913265664706935,wsdcon_3.csv,WSD-con 3e-5,100,25,old_mplld_fixedtau,1
0.004934623402238123,4,0.012938400168924617,0.004628509963029958,-6.203379959437749,0.002532575742840691,8000,core_wsd,20.0,linear,0.9998554913294798,500,1,mpl_ld4,old_2p5_roundfast20,0.0025000000000000005,previous_mplld_reference,fixed_tau_0p05,3.276747841898438e-05,0.15301451324062326,0.005707516346072979,0.0013913265664706935,wsdcon_9.csv,WSD-con 9e-5,100,25,old_mplld_fixedtau,1
0.0013816404339982303,4,0.012938400168924617,0.0012540832021976788,-9.232303040771816,0.002532575742840691,8000,core_wsd,20.0,linear,0.9998554913294798,500,1,mpl_ld4,old_2p5_roundfast20,0.0025000000000000005,previous_mplld_reference,fixed_tau_0p05,3.276747841898438e-05,0.15301451324062326,0.005707516346072979,0.0013913265664706935,wsdcon_18.csv,WSD-con 18e-5,100,25,old_mplld_fixedtau,1
0.0032781062167547585,4,0.05065284857148995,0.0032781062167547585,0.0,0.002783779504201289,8000,extra_control,7.221202285244404,linear,0.0,500,1,mpl_ld4,old_2p5_roundfast20,0.0025000000000000005,previous_mplld_reference,fixed_tau_0p05,0.00014100636168272527,0.4277860173279959,0.016845756266825433,0.001550700244941796,cosine_24000.csv,Cosine 24k,100,25,old_mplld_fixedtau,0
0.001848699219840022,4,0.050660354454602624,0.001848699219840022,0.0,0.0027838609305067016,8000,extra_control,7.220283130832764,linear,0.0,500,1,mpl_ld4,old_2p5_roundfast20,0.0025000000000000005,previous_mplld_reference,fixed_tau_0p05,0.0001410313814917894,0.4278406326690459,0.01684817291301051,0.0015507492024444897,constant_24000.csv,Constant 24k,100,25,old_mplld_fixedtau,0
0.004776169698442608,4,0.050660354454602624,0.004776169698442608,0.0,0.0027838609305067016,8000,extra_control,7.220283130832764,linear,0.0,500,1,mpl_ld4,old_2p5_roundfast20,0.0025000000000000005,previous_mplld_reference,fixed_tau_0p05,0.0001410313814917894,0.4278406326690459,0.01684817291301051,0.0015507492024444897,constant_72000.csv,Constant 72k,100,25,old_mplld_fixedtau,0
0.004701998914275349,4,0.05059367388558115,0.0030381706783803,-35.3855512565866,0.00278313818924367,8000,core_wsd,7.2284552974545955,linear,0.8168498168498168,500,1,mpl_ld4,old_2p5_roundfast20,0.0025000000000000005,previous_mplld_reference,fixed_tau_0p05,0.00014080918592510107,0.4273555312833288,0.016826710588931797,0.0015503144373614538,wsd_20000_24000.csv,WSD sharp,400,25,old_mplld_fixedtau,1
0.0038535563963712593,4,0.05063426452557229,0.0026791692265182923,-30.47541151749694,0.0027835779759718877,8000,core_wsd,7.223478858982098,linear,0.8168498168498168,500,1,mpl_ld4,old_2p5_roundfast20,0.0025000000000000005,previous_mplld_reference,fixed_tau_0p05,0.00014094442356291767,0.4276508044754227,0.01683977363184812,0.0015505790495055339,wsdld_20000_24000.csv,WSD linear,400,25,old_mplld_fixedtau,1
0.008173606778800102,4,0.012938400168924617,0.007028927204400966,-14.004583354414535,0.002532575742840691,8000,core_wsd,20.0,linear,0.9998554913294798,500,1,mpl_ld4,old_2p5_roundfast20,0.0025000000000000005,previous_mplld_reference,fixed_tau_0p05,3.276747841898438e-05,0.15301451324062326,0.005707516346072979,0.0013913265664706935,wsdcon_3.csv,WSD-con 3e-5,400,25,old_mplld_fixedtau,1
0.006687305974578527,4,0.012938400168924617,0.0064312165217197,-3.829486101463575,0.002532575742840691,8000,core_wsd,20.0,linear,0.9998554913294798,500,1,mpl_ld4,old_2p5_roundfast20,0.0025000000000000005,previous_mplld_reference,fixed_tau_0p05,3.276747841898438e-05,0.15301451324062326,0.005707516346072979,0.0013913265664706935,wsdcon_9.csv,WSD-con 9e-5,400,25,old_mplld_fixedtau,1
0.0025579541942073844,4,0.012938400168924617,0.0025028502171662425,-2.154220633267301,0.002532575742840691,8000,core_wsd,20.0,linear,0.9998554913294798,500,1,mpl_ld4,old_2p5_roundfast20,0.0025000000000000005,previous_mplld_reference,fixed_tau_0p05,3.276747841898438e-05,0.15301451324062326,0.005707516346072979,0.0013913265664706935,wsdcon_18.csv,WSD-con 18e-5,400,25,old_mplld_fixedtau,1
0.007134640765897494,4,0.05065284857148995,0.007134640765897494,0.0,0.002783779504201289,8000,extra_control,7.221202285244404,linear,0.0,500,1,mpl_ld4,old_2p5_roundfast20,0.0025000000000000005,previous_mplld_reference,fixed_tau_0p05,0.00014100636168272527,0.4277860173279959,0.016845756266825433,0.001550700244941796,cosine_24000.csv,Cosine 24k,400,25,old_mplld_fixedtau,0
0.001679822173746335,4,0.050660354454602624,0.001679822173746335,0.0,0.0027838609305067016,8000,extra_control,7.220283130832764,linear,0.0,500,1,mpl_ld4,old_2p5_roundfast20,0.0025000000000000005,previous_mplld_reference,fixed_tau_0p05,0.0001410313814917894,0.4278406326690459,0.01684817291301051,0.0015507492024444897,constant_24000.csv,Constant 24k,400,25,old_mplld_fixedtau,0
0.004118245803084534,4,0.050660354454602624,0.004118245803084534,0.0,0.0027838609305067016,8000,extra_control,7.220283130832764,linear,0.0,500,1,mpl_ld4,old_2p5_roundfast20,0.0025000000000000005,previous_mplld_reference,fixed_tau_0p05,0.0001410313814917894,0.4278406326690459,0.01684817291301051,0.0015507492024444897,constant_72000.csv,Constant 72k,400,25,old_mplld_fixedtau,0
0.003408385839825258,4,0.08711343341554592,0.0033378107756338975,-2.0706301313286324,0.002743524977849311,8000,core_wsd,7.2284552974545955,linear,0.8168498168498168,500,1,mpl_ld4,old_2p5_roundfast20,0.0025000000000000005,previous_mplld_reference,fixed_tau_0p05,0.00023899788048176304,0.4273555312833288,0.015605286855720102,0.0013334135180648567,wsd_20000_24000.csv,WSD sharp,25,100,old_mplld_fixedtau,1
0.0031360955249893426,4,0.0871830494620756,0.0027730401371092814,-11.576668662900335,0.002743911501994817,8000,core_wsd,7.223478858982098,linear,0.8168498168498168,500,1,mpl_ld4,old_2p5_roundfast20,0.0025000000000000005,previous_mplld_reference,fixed_tau_0p05,0.0002392225721979723,0.4276508044754227,0.015617666342793237,0.001333686311958456,wsdld_20000_24000.csv,WSD linear,25,100,old_mplld_fixedtau,1
0.004487187642230267,4,0.022826637792579752,0.002216198317787977,-50.61052725028321,0.002527676392701416,8000,core_wsd,20.0,linear,0.9998554913294798,500,1,mpl_ld4,old_2p5_roundfast20,0.0025000000000000005,previous_mplld_reference,fixed_tau_0p05,5.76983534730498e-05,0.15301451324062326,0.005260835741725408,0.0011820728269458275,wsdcon_3.csv,WSD-con 3e-5,25,100,old_mplld_fixedtau,1
0.002926482771138891,4,0.022826637792579752,0.0022763648777084015,-22.214991314556244,0.002527676392701416,8000,core_wsd,20.0,linear,0.9998554913294798,500,1,mpl_ld4,old_2p5_roundfast20,0.0025000000000000005,previous_mplld_reference,fixed_tau_0p05,5.76983534730498e-05,0.15301451324062326,0.005260835741725408,0.0011820728269458275,wsdcon_9.csv,WSD-con 9e-5,25,100,old_mplld_fixedtau,1
0.002504818961791151,4,0.022826637792579752,0.002244546053791198,-10.390887005016769,0.002527676392701416,8000,core_wsd,20.0,linear,0.9998554913294798,500,1,mpl_ld4,old_2p5_roundfast20,0.0025000000000000005,previous_mplld_reference,fixed_tau_0p05,5.76983534730498e-05,0.15301451324062326,0.005260835741725408,0.0011820728269458275,wsdcon_18.csv,WSD-con 18e-5,25,100,old_mplld_fixedtau,1
0.004428106847791531,4,0.08721492309568091,0.004428106847791531,0.0,0.002744088629814247,8000,extra_control,7.221202285244404,linear,0.0,500,1,mpl_ld4,old_2p5_roundfast20,0.0025000000000000005,previous_mplld_reference,fixed_tau_0p05,0.00023932547881698197,0.4277860173279959,0.015623336065458198,0.001333811259927987,cosine_24000.csv,Cosine 24k,25,100,old_mplld_fixedtau,0
0.003761619732988638,4,0.0872277965935752,0.003761619732988638,0.0,0.002744160198466161,8000,extra_control,7.220283130832764,linear,0.0,500,1,mpl_ld4,old_2p5_roundfast20,0.0025000000000000005,previous_mplld_reference,fixed_tau_0p05,0.00023936704761199124,0.4278406326690459,0.015625626338363535,0.001333861734209837,constant_24000.csv,Constant 24k,25,100,old_mplld_fixedtau,0
0.0015795124507172926,4,0.0872277965935752,0.0015795124507172926,0.0,0.002744160198466161,8000,extra_control,7.220283130832764,linear,0.0,500,1,mpl_ld4,old_2p5_roundfast20,0.0025000000000000005,previous_mplld_reference,fixed_tau_0p05,0.00023936704761199124,0.4278406326690459,0.015625626338363535,0.001333861734209837,constant_72000.csv,Constant 72k,25,100,old_mplld_fixedtau,0
0.0037480705220761528,4,0.08711343341554592,0.001978413502456811,-47.21514734570904,0.002743524977849311,8000,core_wsd,7.2284552974545955,linear,0.8168498168498168,500,1,mpl_ld4,old_2p5_roundfast20,0.0025000000000000005,previous_mplld_reference,fixed_tau_0p05,0.00023899788048176304,0.4273555312833288,0.015605286855720102,0.0013334135180648567,wsd_20000_24000.csv,WSD sharp,100,100,old_mplld_fixedtau,1
0.003248313740665229,4,0.0871830494620756,0.0016694115378731048,-48.60682584400784,0.002743911501994817,8000,core_wsd,7.223478858982098,linear,0.8168498168498168,500,1,mpl_ld4,old_2p5_roundfast20,0.0025000000000000005,previous_mplld_reference,fixed_tau_0p05,0.0002392225721979723,0.4276508044754227,0.015617666342793237,0.001333686311958456,wsdld_20000_24000.csv,WSD linear,100,100,old_mplld_fixedtau,1
0.0056693997340904675,4,0.022826637792579752,0.003856879508128078,-31.970231611357157,0.002527676392701416,8000,core_wsd,20.0,linear,0.9998554913294798,500,1,mpl_ld4,old_2p5_roundfast20,0.0025000000000000005,previous_mplld_reference,fixed_tau_0p05,5.76983534730498e-05,0.15301451324062326,0.005260835741725408,0.0011820728269458275,wsdcon_3.csv,WSD-con 3e-5,100,100,old_mplld_fixedtau,1
0.004934623402238123,4,0.022826637792579752,0.004492780722252793,-8.95392908372562,0.002527676392701416,8000,core_wsd,20.0,linear,0.9998554913294798,500,1,mpl_ld4,old_2p5_roundfast20,0.0025000000000000005,previous_mplld_reference,fixed_tau_0p05,5.76983534730498e-05,0.15301451324062326,0.005260835741725408,0.0011820728269458275,wsdcon_9.csv,WSD-con 9e-5,100,100,old_mplld_fixedtau,1
0.0013816404339982303,4,0.022826637792579752,0.0012287056594785862,-11.069072007184754,0.002527676392701416,8000,core_wsd,20.0,linear,0.9998554913294798,500,1,mpl_ld4,old_2p5_roundfast20,0.0025000000000000005,previous_mplld_reference,fixed_tau_0p05,5.76983534730498e-05,0.15301451324062326,0.005260835741725408,0.0011820728269458275,wsdcon_18.csv,WSD-con 18e-5,100,100,old_mplld_fixedtau,1
0.0032781062167547585,4,0.08721492309568091,0.0032781062167547585,0.0,0.002744088629814247,8000,extra_control,7.221202285244404,linear,0.0,500,1,mpl_ld4,old_2p5_roundfast20,0.0025000000000000005,previous_mplld_reference,fixed_tau_0p05,0.00023932547881698197,0.4277860173279959,0.015623336065458198,0.001333811259927987,cosine_24000.csv,Cosine 24k,100,100,old_mplld_fixedtau,0
0.001848699219840022,4,0.0872277965935752,0.001848699219840022,0.0,0.002744160198466161,8000,extra_control,7.220283130832764,linear,0.0,500,1,mpl_ld4,old_2p5_roundfast20,0.0025000000000000005,previous_mplld_reference,fixed_tau_0p05,0.00023936704761199124,0.4278406326690459,0.015625626338363535,0.001333861734209837,constant_24000.csv,Constant 24k,100,100,old_mplld_fixedtau,0
0.004776169698442608,4,0.0872277965935752,0.004776169698442608,0.0,0.002744160198466161,8000,extra_control,7.220283130832764,linear,0.0,500,1,mpl_ld4,old_2p5_roundfast20,0.0025000000000000005,previous_mplld_reference,fixed_tau_0p05,0.00023936704761199124,0.4278406326690459,0.015625626338363535,0.001333861734209837,constant_72000.csv,Constant 72k,100,100,old_mplld_fixedtau,0
0.004701998914275349,4,0.08711343341554592,0.0020080841119305454,-57.29296946807095,0.002743524977849311,8000,core_wsd,7.2284552974545955,linear,0.8168498168498168,500,1,mpl_ld4,old_2p5_roundfast20,0.0025000000000000005,previous_mplld_reference,fixed_tau_0p05,0.00023899788048176304,0.4273555312833288,0.015605286855720102,0.0013334135180648567,wsd_20000_24000.csv,WSD sharp,400,100,old_mplld_fixedtau,1
0.0038535563963712593,4,0.0871830494620756,0.001902807038277933,-50.62205291533477,0.002743911501994817,8000,core_wsd,7.223478858982098,linear,0.8168498168498168,500,1,mpl_ld4,old_2p5_roundfast20,0.0025000000000000005,previous_mplld_reference,fixed_tau_0p05,0.0002392225721979723,0.4276508044754227,0.015617666342793237,0.001333686311958456,wsdld_20000_24000.csv,WSD linear,400,100,old_mplld_fixedtau,1
0.008173606778800102,4,0.022826637792579752,0.006188306471656081,-24.289158518040022,0.002527676392701416,8000,core_wsd,20.0,linear,0.9998554913294798,500,1,mpl_ld4,old_2p5_roundfast20,0.0025000000000000005,previous_mplld_reference,fixed_tau_0p05,5.76983534730498e-05,0.15301451324062326,0.005260835741725408,0.0011820728269458275,wsdcon_3.csv,WSD-con 3e-5,400,100,old_mplld_fixedtau,1
0.006687305974578527,4,0.022826637792579752,0.006270175133535164,-6.237651494175179,0.002527676392701416,8000,core_wsd,20.0,linear,0.9998554913294798,500,1,mpl_ld4,old_2p5_roundfast20,0.0025000000000000005,previous_mplld_reference,fixed_tau_0p05,5.76983534730498e-05,0.15301451324062326,0.005260835741725408,0.0011820728269458275,wsdcon_9.csv,WSD-con 9e-5,400,100,old_mplld_fixedtau,1
0.0025579541942073844,4,0.022826637792579752,0.0024797368121230188,-3.057810114875903,0.002527676392701416,8000,core_wsd,20.0,linear,0.9998554913294798,500,1,mpl_ld4,old_2p5_roundfast20,0.0025000000000000005,previous_mplld_reference,fixed_tau_0p05,5.76983534730498e-05,0.15301451324062326,0.005260835741725408,0.0011820728269458275,wsdcon_18.csv,WSD-con 18e-5,400,100,old_mplld_fixedtau,1
0.007134640765897494,4,0.08721492309568091,0.007134640765897494,0.0,0.002744088629814247,8000,extra_control,7.221202285244404,linear,0.0,500,1,mpl_ld4,old_2p5_roundfast20,0.0025000000000000005,previous_mplld_reference,fixed_tau_0p05,0.00023932547881698197,0.4277860173279959,0.015623336065458198,0.001333811259927987,cosine_24000.csv,Cosine 24k,400,100,old_mplld_fixedtau,0
0.001679822173746335,4,0.0872277965935752,0.001679822173746335,0.0,0.002744160198466161,8000,extra_control,7.220283130832764,linear,0.0,500,1,mpl_ld4,old_2p5_roundfast20,0.0025000000000000005,previous_mplld_reference,fixed_tau_0p05,0.00023936704761199124,0.4278406326690459,0.015625626338363535,0.001333861734209837,constant_24000.csv,Constant 24k,400,100,old_mplld_fixedtau,0
0.004118245803084534,4,0.0872277965935752,0.004118245803084534,0.0,0.002744160198466161,8000,extra_control,7.220283130832764,linear,0.0,500,1,mpl_ld4,old_2p5_roundfast20,0.0025000000000000005,previous_mplld_reference,fixed_tau_0p05,0.00023936704761199124,0.4278406326690459,0.015625626338363535,0.001333861734209837,constant_72000.csv,Constant 72k,400,100,old_mplld_fixedtau,0
0.003408385839825258,4,0.08350339968216844,0.003219003174187252,-5.556374029758171,0.002762508155125203,8000,core_wsd,7.2284552974545955,linear,0.8168498168498168,500,1,mpl_ld4,old_2p5_roundfast20,0.0025000000000000005,previous_mplld_reference,fixed_tau_0p05,0.00023067882260266958,0.4273821949362601,0.016202103416692613,0.001437175978001327,wsd_20000_24000.csv,WSD sharp,25,400,old_mplld_fixedtau,1
0.0031360955249893426,4,0.08356887445918465,0.002689871346227578,-14.228653917143708,0.002762922930450339,8000,core_wsd,7.223478858982098,linear,0.8168498168498168,500,1,mpl_ld4,old_2p5_roundfast20,0.0025000000000000005,previous_mplld_reference,fixed_tau_0p05,0.00023089435951520693,0.427677508652534,0.016214898410114646,0.001437459578337259,wsdld_20000_24000.csv,WSD linear,25,400,old_mplld_fixedtau,1
0.004487187642230267,4,0.02219923356201039,0.0022702063193111807,-49.406922546639485,0.0025296280051831026,8000,core_wsd,20.0,linear,0.9998554913294798,500,1,mpl_ld4,old_2p5_roundfast20,0.0025000000000000005,previous_mplld_reference,fixed_tau_0p05,5.615580291206212e-05,0.15301644390181715,0.005443161322531419,0.0012653952574698765,wsdcon_3.csv,WSD-con 3e-5,25,400,old_mplld_fixedtau,1
0.002926482771138891,4,0.02219923356201039,0.002286442726912126,-21.870624031648823,0.0025296280051831026,8000,core_wsd,20.0,linear,0.9998554913294798,500,1,mpl_ld4,old_2p5_roundfast20,0.0025000000000000005,previous_mplld_reference,fixed_tau_0p05,5.615580291206212e-05,0.15301644390181715,0.005443161322531419,0.0012653952574698765,wsdcon_9.csv,WSD-con 9e-5,25,400,old_mplld_fixedtau,1
0.002504818961791151,4,0.02219923356201039,0.002251699815333538,-10.105287061409495,0.0025296280051831026,8000,core_wsd,20.0,linear,0.9998554913294798,500,1,mpl_ld4,old_2p5_roundfast20,0.0025000000000000005,previous_mplld_reference,fixed_tau_0p05,5.615580291206212e-05,0.15301644390181715,0.005443161322531419,0.0012653952574698765,wsdcon_18.csv,WSD-con 18e-5,25,400,old_mplld_fixedtau,1
0.004428106847791531,4,0.0835988512853818,0.004428106847791531,0.0,0.002763113002153322,8000,extra_control,7.221202285244404,linear,0.0,500,1,mpl_ld4,old_2p5_roundfast20,0.0025000000000000005,previous_mplld_reference,fixed_tau_0p05,0.00023099307295172043,0.4278127400705677,0.016220758371707583,0.0014375894697521657,cosine_24000.csv,Cosine 24k,25,400,old_mplld_fixedtau,0
0.003761619732988638,4,0.08361095854809035,0.003761619732988638,0.0,0.0027631898003566313,8000,extra_control,7.220283130832764,linear,0.0,500,1,mpl_ld4,old_2p5_roundfast20,0.0025000000000000005,previous_mplld_reference,fixed_tau_0p05,0.00023103294785812434,0.4278673629121043,0.016223125480517957,0.0014376419398905466,constant_24000.csv,Constant 24k,25,400,old_mplld_fixedtau,0
0.0015795124507172926,4,0.08361095854809035,0.0015795124507172926,0.0,0.0027631898003566313,8000,extra_control,7.220283130832764,linear,0.0,500,1,mpl_ld4,old_2p5_roundfast20,0.0025000000000000005,previous_mplld_reference,fixed_tau_0p05,0.00023103294785812434,0.4278673629121043,0.016223125480517957,0.0014376419398905466,constant_72000.csv,Constant 72k,25,400,old_mplld_fixedtau,0
0.0037480705220761528,4,0.08350339968216844,0.0018614682044631916,-50.3352940266429,0.002762508155125203,8000,core_wsd,7.2284552974545955,linear,0.8168498168498168,500,1,mpl_ld4,old_2p5_roundfast20,0.0025000000000000005,previous_mplld_reference,fixed_tau_0p05,0.00023067882260266958,0.4273821949362601,0.016202103416692613,0.001437175978001327,wsd_20000_24000.csv,WSD sharp,100,400,old_mplld_fixedtau,1
0.003248313740665229,4,0.08356887445918465,0.0016079204461034295,-50.499841626315934,0.002762922930450339,8000,core_wsd,7.223478858982098,linear,0.8168498168498168,500,1,mpl_ld4,old_2p5_roundfast20,0.0025000000000000005,previous_mplld_reference,fixed_tau_0p05,0.00023089435951520693,0.427677508652534,0.016214898410114646,0.001437459578337259,wsdld_20000_24000.csv,WSD linear,100,400,old_mplld_fixedtau,1
0.0056693997340904675,4,0.02219923356201039,0.003900824765236136,-31.19510092434964,0.0025296280051831026,8000,core_wsd,20.0,linear,0.9998554913294798,500,1,mpl_ld4,old_2p5_roundfast20,0.0025000000000000005,previous_mplld_reference,fixed_tau_0p05,5.615580291206212e-05,0.15301644390181715,0.005443161322531419,0.0012653952574698765,wsdcon_3.csv,WSD-con 3e-5,100,400,old_mplld_fixedtau,1
0.004934623402238123,4,0.02219923356201039,0.004501195147944007,-8.783410991354113,0.0025296280051831026,8000,core_wsd,20.0,linear,0.9998554913294798,500,1,mpl_ld4,old_2p5_roundfast20,0.0025000000000000005,previous_mplld_reference,fixed_tau_0p05,5.615580291206212e-05,0.15301644390181715,0.005443161322531419,0.0012653952574698765,wsdcon_9.csv,WSD-con 9e-5,100,400,old_mplld_fixedtau,1
0.0013816404339982303,4,0.02219923356201039,0.0012302141974252028,-10.959887453121652,0.0025296280051831026,8000,core_wsd,20.0,linear,0.9998554913294798,500,1,mpl_ld4,old_2p5_roundfast20,0.0025000000000000005,previous_mplld_reference,fixed_tau_0p05,5.615580291206212e-05,0.15301644390181715,0.005443161322531419,0.0012653952574698765,wsdcon_18.csv,WSD-con 18e-5,100,400,old_mplld_fixedtau,1
0.0032781062167547585,4,0.0835988512853818,0.0032781062167547585,0.0,0.002763113002153322,8000,extra_control,7.221202285244404,linear,0.0,500,1,mpl_ld4,old_2p5_roundfast20,0.0025000000000000005,previous_mplld_reference,fixed_tau_0p05,0.00023099307295172043,0.4278127400705677,0.016220758371707583,0.0014375894697521657,cosine_24000.csv,Cosine 24k,100,400,old_mplld_fixedtau,0
0.001848699219840022,4,0.08361095854809035,0.001848699219840022,0.0,0.0027631898003566313,8000,extra_control,7.220283130832764,linear,0.0,500,1,mpl_ld4,old_2p5_roundfast20,0.0025000000000000005,previous_mplld_reference,fixed_tau_0p05,0.00023103294785812434,0.4278673629121043,0.016223125480517957,0.0014376419398905466,constant_24000.csv,Constant 24k,100,400,old_mplld_fixedtau,0
0.004776169698442608,4,0.08361095854809035,0.004776169698442608,0.0,0.0027631898003566313,8000,extra_control,7.220283130832764,linear,0.0,500,1,mpl_ld4,old_2p5_roundfast20,0.0025000000000000005,previous_mplld_reference,fixed_tau_0p05,0.00023103294785812434,0.4278673629121043,0.016223125480517957,0.0014376419398905466,constant_72000.csv,Constant 72k,100,400,old_mplld_fixedtau,0
