base_mae,basis,corr_mae,delta_pct,estimator,kappa,scale,test_curve,test_label,train_curve,train_label,win
0.002504818961791151,mpl_core3,0.001949871015700898,-22.15521179596227,tangent_map_retention,0.029455495105696013,25,wsdcon_18.csv,WSD-con 18e-5,wsdcon_18.csv,WSD-con 18e-5,1
0.007265129575917493,mpl_core3,0.00706687597430266,-2.7288377935062003,tangent_map_retention,0.01745555704603478,100,cosine_72000.csv,Cosine,wsdcon_18.csv,WSD-con 18e-5,1
0.0037480705220761528,mpl_core3,0.0032073856352000745,-14.425686061439924,tangent_map_retention,0.01745555704603478,100,wsd_20000_24000.csv,WSD sharp,wsdcon_18.csv,WSD-con 18e-5,1
0.003248313740665229,mpl_core3,0.002859238569256905,-11.977758383912885,tangent_map_retention,0.01745555704603478,100,wsdld_20000_24000.csv,WSD linear,wsdcon_18.csv,WSD-con 18e-5,1
0.0056693997340904675,mpl_core3,0.004441642269370755,-21.655863447714363,tangent_map_retention,0.01745555704603478,100,wsdcon_3.csv,WSD-con 3e-5,wsdcon_18.csv,WSD-con 18e-5,1
0.004934623402238123,mpl_core3,0.004669824639200476,-5.366139246159019,tangent_map_retention,0.01745555704603478,100,wsdcon_9.csv,WSD-con 9e-5,wsdcon_18.csv,WSD-con 18e-5,1
0.0013816404339982303,mpl_core3,0.00122247546934378,-11.519999034325757,tangent_map_retention,0.01745555704603478,100,wsdcon_18.csv,WSD-con 18e-5,wsdcon_18.csv,WSD-con 18e-5,1
0.005612615040270773,mpl_core3,0.0054511805709733735,-2.876279027496098,tangent_map_retention,0.021555404232265835,400,cosine_72000.csv,Cosine,wsdcon_18.csv,WSD-con 18e-5,1
0.004701998914275349,mpl_core3,0.004028647350594887,-14.320538476437218,tangent_map_retention,0.021555404232265835,400,wsd_20000_24000.csv,WSD sharp,wsdcon_18.csv,WSD-con 18e-5,1
0.0038535563963712593,mpl_core3,0.0033697757548675515,-12.554134200793454,tangent_map_retention,0.021555404232265835,400,wsdld_20000_24000.csv,WSD linear,wsdcon_18.csv,WSD-con 18e-5,1
0.008173606778800102,mpl_core3,0.005744881190147769,-29.71424555132408,tangent_map_retention,0.021555404232265835,400,wsdcon_3.csv,WSD-con 3e-5,wsdcon_18.csv,WSD-con 18e-5,1
0.006687305974578527,mpl_core3,0.006201894370102189,-7.258701879674822,tangent_map_retention,0.021555404232265835,400,wsdcon_9.csv,WSD-con 9e-5,wsdcon_18.csv,WSD-con 18e-5,1
0.0025579541942073844,mpl_core3,0.0024072024631750745,-5.893449201463219,tangent_map_retention,0.021555404232265835,400,wsdcon_18.csv,WSD-con 18e-5,wsdcon_18.csv,WSD-con 18e-5,1
0.00744534704076948,mpl_ld4,0.007444886816736016,-0.006181364427260139,current_smooth_cap,4.050763964655092e-05,25,cosine_72000.csv,Cosine,cosine_72000.csv,Cosine,1
0.003408385839825258,mpl_ld4,0.00340712373727403,-0.037029333254490204,current_smooth_cap,4.050763964655092e-05,25,wsd_20000_24000.csv,WSD sharp,cosine_72000.csv,Cosine,1
0.0031360955249893426,mpl_ld4,0.0031351873198991425,-0.028959739362632853,current_smooth_cap,4.050763964655092e-05,25,wsdld_20000_24000.csv,WSD linear,cosine_72000.csv,Cosine,1
0.004487187642230267,mpl_ld4,0.004480762385553296,-0.14319117427810113,current_smooth_cap,4.050763964655092e-05,25,wsdcon_3.csv,WSD-con 3e-5,cosine_72000.csv,Cosine,1
0.002926482771138891,mpl_ld4,0.002924277854341611,-0.0753435769048294,current_smooth_cap,4.050763964655092e-05,25,wsdcon_9.csv,WSD-con 9e-5,cosine_72000.csv,Cosine,1
0.002504818961791151,mpl_ld4,0.0025039901498903187,-0.03308869477095522,current_smooth_cap,4.050763964655092e-05,25,wsdcon_18.csv,WSD-con 18e-5,cosine_72000.csv,Cosine,1
0.007265129575917493,mpl_ld4,0.007264617470183535,-0.007048817624066839,current_smooth_cap,4.508917255402245e-05,100,cosine_72000.csv,Cosine,cosine_72000.csv,Cosine,1
0.0037480705220761528,mpl_ld4,0.003746673887520329,-0.0372627608684839,current_smooth_cap,4.508917255402245e-05,100,wsd_20000_24000.csv,WSD sharp,cosine_72000.csv,Cosine,1
0.003248313740665229,mpl_ld4,0.003247308726760834,-0.0309395577099858,current_smooth_cap,4.508917255402245e-05,100,wsdld_20000_24000.csv,WSD linear,cosine_72000.csv,Cosine,1
0.0056693997340904675,mpl_ld4,0.005664203939538453,-0.09164629053711737,current_smooth_cap,4.508917255402245e-05,100,wsdcon_3.csv,WSD-con 3e-5,cosine_72000.csv,Cosine,1
0.004934623402238123,mpl_ld4,0.004933150805342172,-0.02984213334867869,current_smooth_cap,4.508917255402245e-05,100,wsdcon_9.csv,WSD-con 9e-5,cosine_72000.csv,Cosine,1
0.0013816404339982303,mpl_ld4,0.0013809373094309553,-0.05089056095732847,current_smooth_cap,4.508917255402245e-05,100,wsdcon_18.csv,WSD-con 18e-5,cosine_72000.csv,Cosine,1
0.005612615040270773,mpl_ld4,0.00561239112722115,-0.00398946031425762,current_smooth_cap,2.880874500878749e-05,400,cosine_72000.csv,Cosine,cosine_72000.csv,Cosine,1
0.004701998914275349,mpl_ld4,0.00470109898155823,-0.01913936463037169,current_smooth_cap,2.880874500878749e-05,400,wsd_20000_24000.csv,WSD sharp,cosine_72000.csv,Cosine,1
0.0038535563963712593,mpl_ld4,0.003852909824727746,-0.016778569638220553,current_smooth_cap,2.880874500878749e-05,400,wsdld_20000_24000.csv,WSD linear,cosine_72000.csv,Cosine,1
0.008173606778800102,mpl_ld4,0.008169346378567702,-0.052123870742726286,current_smooth_cap,2.880874500878749e-05,400,wsdcon_3.csv,WSD-con 3e-5,cosine_72000.csv,Cosine,1
0.006687305974578527,mpl_ld4,0.006686208573992426,-0.01641020450197095,current_smooth_cap,2.880874500878749e-05,400,wsdcon_9.csv,WSD-con 9e-5,cosine_72000.csv,Cosine,1
0.0025579541942073844,mpl_ld4,0.0025575219401381653,-0.01689842883808579,current_smooth_cap,2.880874500878749e-05,400,wsdcon_18.csv,WSD-con 18e-5,cosine_72000.csv,Cosine,1
0.00744534704076948,mpl_ld4,0.007104504643522665,-4.577924915795317,current_smooth_cap,0.03,25,cosine_72000.csv,Cosine,wsd_20000_24000.csv,WSD sharp,1
0.003408385839825258,mpl_ld4,0.0024765307546488566,-27.340070313875486,current_smooth_cap,0.03,25,wsd_20000_24000.csv,WSD sharp,wsd_20000_24000.csv,WSD sharp,1
0.0031360955249893426,mpl_ld4,0.002463477891782212,-21.447613054115,current_smooth_cap,0.03,25,wsdld_20000_24000.csv,WSD linear,wsd_20000_24000.csv,WSD sharp,1
0.004487187642230267,mpl_ld4,0.004499920167834441,0.28375291205440245,current_smooth_cap,0.03,25,wsdcon_3.csv,WSD-con 3e-5,wsd_20000_24000.csv,WSD sharp,0
0.002926482771138891,mpl_ld4,0.0029828555483020704,1.9262979341320818,current_smooth_cap,0.03,25,wsdcon_9.csv,WSD-con 9e-5,wsd_20000_24000.csv,WSD sharp,0
0.002504818961791151,mpl_ld4,0.0019498494402122508,-22.156073155165323,current_smooth_cap,0.03,25,wsdcon_18.csv,WSD-con 18e-5,wsd_20000_24000.csv,WSD sharp,1
0.007265129575917493,mpl_ld4,0.006924400945329565,-4.689918149806682,current_smooth_cap,0.03,100,cosine_72000.csv,Cosine,wsd_20000_24000.csv,WSD sharp,1
0.0037480705220761528,mpl_ld4,0.002818822228051241,-24.792711037629502,current_smooth_cap,0.03,100,wsd_20000_24000.csv,WSD sharp,wsd_20000_24000.csv,WSD sharp,1
0.003248313740665229,mpl_ld4,0.0025796295439096018,-20.585579169415013,current_smooth_cap,0.03,100,wsdld_20000_24000.csv,WSD linear,wsd_20000_24000.csv,WSD sharp,1
0.0056693997340904675,mpl_ld4,0.004962184624574027,-12.474250232593597,current_smooth_cap,0.03,100,wsdcon_3.csv,WSD-con 3e-5,wsd_20000_24000.csv,WSD sharp,1
0.004934623402238123,mpl_ld4,0.0050991892433450816,3.3349219928783036,current_smooth_cap,0.03,100,wsdcon_9.csv,WSD-con 9e-5,wsd_20000_24000.csv,WSD sharp,0
0.0013816404339982303,mpl_ld4,0.0013346454793919133,-3.4013881940557877,current_smooth_cap,0.03,100,wsdcon_18.csv,WSD-con 18e-5,wsd_20000_24000.csv,WSD sharp,1
0.005612615040270773,mpl_ld4,0.00539085135574248,-3.95116506186739,current_smooth_cap,0.03,400,cosine_72000.csv,Cosine,wsd_20000_24000.csv,WSD sharp,1
0.004701998914275349,mpl_ld4,0.0037648535611774924,-19.930786250346998,current_smooth_cap,0.03,400,wsd_20000_24000.csv,WSD sharp,wsd_20000_24000.csv,WSD sharp,1
0.0038535563963712593,mpl_ld4,0.00318024871497847,-17.472371288683263,current_smooth_cap,0.03,400,wsdld_20000_24000.csv,WSD linear,wsd_20000_24000.csv,WSD sharp,1
0.008173606778800102,mpl_ld4,0.005189834252286286,-36.504967846665096,current_smooth_cap,0.03,400,wsdcon_3.csv,WSD-con 3e-5,wsd_20000_24000.csv,WSD sharp,1
0.006687305974578527,mpl_ld4,0.006139416293167459,-8.192980603756506,current_smooth_cap,0.03,400,wsdcon_9.csv,WSD-con 9e-5,wsd_20000_24000.csv,WSD sharp,1
0.0025579541942073844,mpl_ld4,0.002378562626322739,-7.013087579554256,current_smooth_cap,0.03,400,wsdcon_18.csv,WSD-con 18e-5,wsd_20000_24000.csv,WSD sharp,1
0.00744534704076948,mpl_ld4,0.007104504643522665,-4.577924915795317,current_smooth_cap,0.03,25,cosine_72000.csv,Cosine,wsdld_20000_24000.csv,WSD linear,1
0.003408385839825258,mpl_ld4,0.0024765307546488566,-27.340070313875486,current_smooth_cap,0.03,25,wsd_20000_24000.csv,WSD sharp,wsdld_20000_24000.csv,WSD linear,1
0.0031360955249893426,mpl_ld4,0.002463477891782212,-21.447613054115,current_smooth_cap,0.03,25,wsdld_20000_24000.csv,WSD linear,wsdld_20000_24000.csv,WSD linear,1
0.004487187642230267,mpl_ld4,0.004499920167834441,0.28375291205440245,current_smooth_cap,0.03,25,wsdcon_3.csv,WSD-con 3e-5,wsdld_20000_24000.csv,WSD linear,0
0.002926482771138891,mpl_ld4,0.0029828555483020704,1.9262979341320818,current_smooth_cap,0.03,25,wsdcon_9.csv,WSD-con 9e-5,wsdld_20000_24000.csv,WSD linear,0
0.002504818961791151,mpl_ld4,0.0019498494402122508,-22.156073155165323,current_smooth_cap,0.03,25,wsdcon_18.csv,WSD-con 18e-5,wsdld_20000_24000.csv,WSD linear,1
0.007265129575917493,mpl_ld4,0.006924400945329565,-4.689918149806682,current_smooth_cap,0.03,100,cosine_72000.csv,Cosine,wsdld_20000_24000.csv,WSD linear,1
0.0037480705220761528,mpl_ld4,0.002818822228051241,-24.792711037629502,current_smooth_cap,0.03,100,wsd_20000_24000.csv,WSD sharp,wsdld_20000_24000.csv,WSD linear,1
0.003248313740665229,mpl_ld4,0.0025796295439096018,-20.585579169415013,current_smooth_cap,0.03,100,wsdld_20000_24000.csv,WSD linear,wsdld_20000_24000.csv,WSD linear,1
0.0056693997340904675,mpl_ld4,0.004962184624574027,-12.474250232593597,current_smooth_cap,0.03,100,wsdcon_3.csv,WSD-con 3e-5,wsdld_20000_24000.csv,WSD linear,1
0.004934623402238123,mpl_ld4,0.0050991892433450816,3.3349219928783036,current_smooth_cap,0.03,100,wsdcon_9.csv,WSD-con 9e-5,wsdld_20000_24000.csv,WSD linear,0
0.0013816404339982303,mpl_ld4,0.0013346454793919133,-3.4013881940557877,current_smooth_cap,0.03,100,wsdcon_18.csv,WSD-con 18e-5,wsdld_20000_24000.csv,WSD linear,1
0.005612615040270773,mpl_ld4,0.00539085135574248,-3.95116506186739,current_smooth_cap,0.03,400,cosine_72000.csv,Cosine,wsdld_20000_24000.csv,WSD linear,1
0.004701998914275349,mpl_ld4,0.0037648535611774924,-19.930786250346998,current_smooth_cap,0.03,400,wsd_20000_24000.csv,WSD sharp,wsdld_20000_24000.csv,WSD linear,1
0.0038535563963712593,mpl_ld4,0.00318024871497847,-17.472371288683263,current_smooth_cap,0.03,400,wsdld_20000_24000.csv,WSD linear,wsdld_20000_24000.csv,WSD linear,1
0.008173606778800102,mpl_ld4,0.005189834252286286,-36.504967846665096,current_smooth_cap,0.03,400,wsdcon_3.csv,WSD-con 3e-5,wsdld_20000_24000.csv,WSD linear,1
0.006687305974578527,mpl_ld4,0.006139416293167459,-8.192980603756506,current_smooth_cap,0.03,400,wsdcon_9.csv,WSD-con 9e-5,wsdld_20000_24000.csv,WSD linear,1
0.0025579541942073844,mpl_ld4,0.002378562626322739,-7.013087579554256,current_smooth_cap,0.03,400,wsdcon_18.csv,WSD-con 18e-5,wsdld_20000_24000.csv,WSD linear,1
0.00744534704076948,mpl_ld4,0.007245915381195732,-2.6786079746410008,current_smooth_cap,0.017553420101315147,25,cosine_72000.csv,Cosine,wsdcon_3.csv,WSD-con 3e-5,1
0.003408385839825258,mpl_ld4,0.002861471319850766,-16.046144587976908,current_smooth_cap,0.017553420101315147,25,wsd_20000_24000.csv,WSD sharp,wsdcon_3.csv,WSD-con 3e-5,1
0.0031360955249893426,mpl_ld4,0.0027425375288814436,-12.54929873697761,current_smooth_cap,0.017553420101315147,25,wsdld_20000_24000.csv,WSD linear,wsdcon_3.csv,WSD-con 3e-5,1
0.004487187642230267,mpl_ld4,0.002769108674938167,-38.288547399327456,current_smooth_cap,0.017553420101315147,25,wsdcon_3.csv,WSD-con 3e-5,wsdcon_3.csv,WSD-con 3e-5,1
0.002926482771138891,mpl_ld4,0.00219661489529963,-24.940104996935286,current_smooth_cap,0.017553420101315147,25,wsdcon_9.csv,WSD-con 9e-5,wsdcon_3.csv,WSD-con 3e-5,1
0.002504818961791151,mpl_ld4,0.002145664895862628,-14.338523917580792,current_smooth_cap,0.017553420101315147,25,wsdcon_18.csv,WSD-con 18e-5,wsdcon_3.csv,WSD-con 3e-5,1
0.007265129575917493,mpl_ld4,0.007023101497751883,-3.331366297552174,current_smooth_cap,0.021309751201241425,100,cosine_72000.csv,Cosine,wsdcon_3.csv,WSD-con 3e-5,1
0.0037480705220761528,mpl_ld4,0.003088002190414517,-17.610883460538705,current_smooth_cap,0.021309751201241425,100,wsd_20000_24000.csv,WSD sharp,wsdcon_3.csv,WSD-con 3e-5,1
0.003248313740665229,mpl_ld4,0.0027733306118297493,-14.62245234778975,current_smooth_cap,0.021309751201241425,100,wsdld_20000_24000.csv,WSD linear,wsdcon_3.csv,WSD-con 3e-5,1
0.0056693997340904675,mpl_ld4,0.004437658053850813,-21.726139238923516,current_smooth_cap,0.021309751201241425,100,wsdcon_3.csv,WSD-con 3e-5,wsdcon_3.csv,WSD-con 3e-5,1
0.004934623402238123,mpl_ld4,0.004735745264813883,-4.030259681702109,current_smooth_cap,0.021309751201241425,100,wsdcon_9.csv,WSD-con 9e-5,wsdcon_3.csv,WSD-con 3e-5,1
0.0013816404339982303,mpl_ld4,0.0012254406943133281,-11.30538277841847,current_smooth_cap,0.021309751201241425,100,wsdcon_18.csv,WSD-con 18e-5,wsdcon_3.csv,WSD-con 3e-5,1
0.005612615040270773,mpl_ld4,0.00539085135574248,-3.95116506186739,current_smooth_cap,0.03,400,cosine_72000.csv,Cosine,wsdcon_3.csv,WSD-con 3e-5,1
0.004701998914275349,mpl_ld4,0.0037648535611774924,-19.930786250346998,current_smooth_cap,0.03,400,wsd_20000_24000.csv,WSD sharp,wsdcon_3.csv,WSD-con 3e-5,1
0.0038535563963712593,mpl_ld4,0.00318024871497847,-17.472371288683263,current_smooth_cap,0.03,400,wsdld_20000_24000.csv,WSD linear,wsdcon_3.csv,WSD-con 3e-5,1
0.008173606778800102,mpl_ld4,0.005189834252286286,-36.504967846665096,current_smooth_cap,0.03,400,wsdcon_3.csv,WSD-con 3e-5,wsdcon_3.csv,WSD-con 3e-5,1
0.006687305974578527,mpl_ld4,0.006139416293167459,-8.192980603756506,current_smooth_cap,0.03,400,wsdcon_9.csv,WSD-con 9e-5,wsdcon_3.csv,WSD-con 3e-5,1
0.0025579541942073844,mpl_ld4,0.002378562626322739,-7.013087579554256,current_smooth_cap,0.03,400,wsdcon_18.csv,WSD-con 18e-5,wsdcon_3.csv,WSD-con 3e-5,1
0.00744534704076948,mpl_ld4,0.007262155632494842,-2.4604817918024824,current_smooth_cap,0.016123998342434335,25,cosine_72000.csv,Cosine,wsdcon_9.csv,WSD-con 9e-5,1
0.003408385839825258,mpl_ld4,0.002906008026121521,-14.739464289333304,current_smooth_cap,0.016123998342434335,25,wsd_20000_24000.csv,WSD sharp,wsdcon_9.csv,WSD-con 9e-5,1
0.0031360955249893426,mpl_ld4,0.0027745860048918867,-11.527375911123894,current_smooth_cap,0.016123998342434335,25,wsdld_20000_24000.csv,WSD linear,wsdcon_9.csv,WSD-con 9e-5,1
0.004487187642230267,mpl_ld4,0.00276877336715227,-38.29601995926103,current_smooth_cap,0.016123998342434335,25,wsdcon_3.csv,WSD-con 3e-5,wsdcon_9.csv,WSD-con 9e-5,1
0.002926482771138891,mpl_ld4,0.0021995980141996815,-24.838169700084368,current_smooth_cap,0.016123998342434335,25,wsdcon_9.csv,WSD-con 9e-5,wsdcon_9.csv,WSD-con 9e-5,1
0.002504818961791151,mpl_ld4,0.002174911768190958,-13.170899719007313,current_smooth_cap,0.016123998342434335,25,wsdcon_18.csv,WSD-con 18e-5,wsdcon_9.csv,WSD-con 9e-5,1
0.007265129575917493,mpl_ld4,0.0070900242569639175,-2.4102160480938384,current_smooth_cap,0.015417429288355378,100,cosine_72000.csv,Cosine,wsdcon_9.csv,WSD-con 9e-5,1
0.0037480705220761528,mpl_ld4,0.0032705165265943486,-12.741328976309518,current_smooth_cap,0.015417429288355378,100,wsd_20000_24000.csv,WSD sharp,wsdcon_9.csv,WSD-con 9e-5,1
0.003248313740665229,mpl_ld4,0.0029046673633412096,-10.579223706809893,current_smooth_cap,0.015417429288355378,100,wsdld_20000_24000.csv,WSD linear,wsdcon_9.csv,WSD-con 9e-5,1
0.0056693997340904675,mpl_ld4,0.004487043306870582,-20.855054903084348,current_smooth_cap,0.015417429288355378,100,wsdcon_3.csv,WSD-con 3e-5,wsdcon_9.csv,WSD-con 9e-5,1
0.004934623402238123,mpl_ld4,0.004657592517362759,-5.61402284011614,current_smooth_cap,0.015417429288355378,100,wsdcon_9.csv,WSD-con 9e-5,wsdcon_9.csv,WSD-con 9e-5,1
0.0013816404339982303,mpl_ld4,0.0012209074353852583,-11.633489774748295,current_smooth_cap,0.015417429288355378,100,wsdcon_18.csv,WSD-con 18e-5,wsdcon_9.csv,WSD-con 9e-5,1
0.005612615040270773,mpl_ld4,0.005402783176065694,-3.7385757387514817,current_smooth_cap,0.028319874737456927,400,cosine_72000.csv,Cosine,wsdcon_9.csv,WSD-con 9e-5,1
0.004701998914275349,mpl_ld4,0.0038173376139246373,-18.814579000962006,current_smooth_cap,0.028319874737456927,400,wsd_20000_24000.csv,WSD sharp,wsdcon_9.csv,WSD-con 9e-5,1
0.0038535563963712593,mpl_ld4,0.0032179567564775504,-16.493845542061557,current_smooth_cap,0.028319874737456927,400,wsdld_20000_24000.csv,WSD linear,wsdcon_9.csv,WSD-con 9e-5,1
0.008173606778800102,mpl_ld4,0.005271658542672359,-35.50388848720411,current_smooth_cap,0.028319874737456927,400,wsdcon_3.csv,WSD-con 3e-5,wsdcon_9.csv,WSD-con 9e-5,1
0.006687305974578527,mpl_ld4,0.006143511909890546,-8.131735959969365,current_smooth_cap,0.028319874737456927,400,wsdcon_9.csv,WSD-con 9e-5,wsdcon_9.csv,WSD-con 9e-5,1
0.0025579541942073844,mpl_ld4,0.002381746108595886,-6.888633346544304,current_smooth_cap,0.028319874737456927,400,wsdcon_18.csv,WSD-con 18e-5,wsdcon_9.csv,WSD-con 9e-5,1
0.00744534704076948,mpl_ld4,0.007104504643522665,-4.577924915795317,current_smooth_cap,0.03,25,cosine_72000.csv,Cosine,wsdcon_18.csv,WSD-con 18e-5,1
0.003408385839825258,mpl_ld4,0.0024765307546488566,-27.340070313875486,current_smooth_cap,0.03,25,wsd_20000_24000.csv,WSD sharp,wsdcon_18.csv,WSD-con 18e-5,1
0.0031360955249893426,mpl_ld4,0.002463477891782212,-21.447613054115,current_smooth_cap,0.03,25,wsdld_20000_24000.csv,WSD linear,wsdcon_18.csv,WSD-con 18e-5,1
0.004487187642230267,mpl_ld4,0.004499920167834441,0.28375291205440245,current_smooth_cap,0.03,25,wsdcon_3.csv,WSD-con 3e-5,wsdcon_18.csv,WSD-con 18e-5,0
0.002926482771138891,mpl_ld4,0.0029828555483020704,1.9262979341320818,current_smooth_cap,0.03,25,wsdcon_9.csv,WSD-con 9e-5,wsdcon_18.csv,WSD-con 18e-5,0
0.002504818961791151,mpl_ld4,0.0019498494402122508,-22.156073155165323,current_smooth_cap,0.03,25,wsdcon_18.csv,WSD-con 18e-5,wsdcon_18.csv,WSD-con 18e-5,1
0.007265129575917493,mpl_ld4,0.007058682444499193,-2.8416166464894532,current_smooth_cap,0.018176969548648343,100,cosine_72000.csv,Cosine,wsdcon_18.csv,WSD-con 18e-5,1
0.0037480705220761528,mpl_ld4,0.0031850399239553543,-15.021878451980708,current_smooth_cap,0.018176969548648343,100,wsd_20000_24000.csv,WSD sharp,wsdcon_18.csv,WSD-con 18e-5,1
0.003248313740665229,mpl_ld4,0.0028431586645955792,-12.472781523458298,current_smooth_cap,0.018176969548648343,100,wsdld_20000_24000.csv,WSD linear,wsdcon_18.csv,WSD-con 18e-5,1
0.0056693997340904675,mpl_ld4,0.004429667023703562,-21.86708943686424,current_smooth_cap,0.018176969548648343,100,wsdcon_3.csv,WSD-con 3e-5,wsdcon_18.csv,WSD-con 18e-5,1
0.004934623402238123,mpl_ld4,0.004677685497038885,-5.206839190255175,current_smooth_cap,0.018176969548648343,100,wsdcon_9.csv,WSD-con 9e-5,wsdcon_18.csv,WSD-con 18e-5,1
0.0013816404339982303,mpl_ld4,0.001223030488182998,-11.47982802994859,current_smooth_cap,0.018176969548648343,100,wsdcon_18.csv,WSD-con 18e-5,wsdcon_18.csv,WSD-con 18e-5,1
0.005612615040270773,mpl_ld4,0.005426573858749628,-3.3146969850290975,current_smooth_cap,0.024969897457568967,400,cosine_72000.csv,Cosine,wsdcon_18.csv,WSD-con 18e-5,1
0.004701998914275349,mpl_ld4,0.003921984801952314,-16.58898963066321,current_smooth_cap,0.024969897457568967,400,wsd_20000_24000.csv,WSD sharp,wsdcon_18.csv,WSD-con 18e-5,1
0.0038535563963712593,mpl_ld4,0.0032931422709788828,-14.542777313966294,current_smooth_cap,0.024969897457568967,400,wsdld_20000_24000.csv,WSD linear,wsdcon_18.csv,WSD-con 18e-5,1
0.008173606778800102,mpl_ld4,0.005481177532129967,-32.9405282090826,current_smooth_cap,0.024969897457568967,400,wsdcon_3.csv,WSD-con 3e-5,wsdcon_18.csv,WSD-con 18e-5,1
0.006687305974578527,mpl_ld4,0.006164121117131616,-7.8235519570328265,current_smooth_cap,0.024969897457568967,400,wsdcon_9.csv,WSD-con 9e-5,wsdcon_18.csv,WSD-con 18e-5,1
0.0025579541942073844,mpl_ld4,0.0023918133686931047,-6.495066482836709,current_smooth_cap,0.024969897457568967,400,wsdcon_18.csv,WSD-con 18e-5,wsdcon_18.csv,WSD-con 18e-5,1
0.00744534704076948,mpl_ld4,0.007399896011591509,-0.610462197787276,eb_q75,0.004000473199206422,25,cosine_72000.csv,Cosine,cosine_72000.csv,Cosine,1
0.003408385839825258,mpl_ld4,0.003283742501559181,-3.656960922958974,eb_q75,0.004000473199206422,25,wsd_20000_24000.csv,WSD sharp,cosine_72000.csv,Cosine,1
0.0031360955249893426,mpl_ld4,0.0030464025644907173,-2.8600200403312015,eb_q75,0.004000473199206422,25,wsdld_20000_24000.csv,WSD linear,cosine_72000.csv,Cosine,1
